===== [Stage 1] 角色判定（并发=10）=====
[role] 强化学习 -> core | ok=True attempts=1 fallback=False
[role] 深度神经网络 -> core | ok=True attempts=3 fallback=False
[role] 多智能体 -> core | ok=True attempts=1 fallback=False
[role] 马尔可夫假设 -> core | ok=True attempts=3 fallback=False
[role] 语言模型 -> core | ok=True attempts=3 fallback=False
[role] N-gram模型 -> core | ok=True attempts=3 fallback=False
[role] 神经网络语言模型 -> core | ok=True attempts=3 fallback=False
[role] Bigram -> core | ok=True attempts=3 fallback=False
[role] 词嵌入 -> core | ok=True attempts=1 fallback=False
[role] 数据稀疏性 -> core | ok=True attempts=3 fallback=False
[role] 最大似然估计 -> core | ok=True attempts=3 fallback=False
[role] 隐藏状态 -> core | ok=True attempts=1 fallback=False
[role] 门控机制 -> core | ok=True attempts=1 fallback=False
[role] 循环神经网络 -> core | ok=True attempts=3 fallback=False
[role] Trigram -> core | ok=True attempts=3 fallback=False
[role] 注意力机制 -> core | ok=True attempts=2 fallback=False
[role] Transformer模型 -> core | ok=True attempts=2 fallback=False
[role] 编码器 -> core | ok=True attempts=1 fallback=False
[role] 多头注意力 -> core | ok=True attempts=1 fallback=False
[role] 遗忘门 -> core | ok=True attempts=3 fallback=False
[role] 长期依赖问题 -> core | ok=True attempts=3 fallback=False
[role] 细胞状态 -> core | ok=True attempts=3 fallback=False
[role] 输入门 -> core | ok=True attempts=3 fallback=False
[role] 自注意力 -> core | ok=True attempts=3 fallback=False
[role] 解码器 -> core | ok=True attempts=1 fallback=False
[role] LSTM -> core | ok=True attempts=3 fallback=False
[role] 值向量 -> core | ok=True attempts=1 fallback=False
[role] 缩放点积 -> core | ok=True attempts=1 fallback=False
[role] 键向量 -> core | ok=True attempts=1 fallback=False
[role] 输出门 -> non-core | ok=True attempts=3 fallback=False
[role] 上下文向量 -> core | ok=True attempts=1 fallback=False
[role] 查询向量 -> core | ok=True attempts=3 fallback=False
[role] 词元 -> non-core | ok=True attempts=3 fallback=False
[role] Softmax -> core | ok=True attempts=3 fallback=False
[role] 并行计算 -> core | ok=True attempts=3 fallback=False
[role] 目标序列 -> non-core | ok=True attempts=3 fallback=False
[role] 心智社会 -> core | ok=True attempts=2 fallback=False
===== [Stage 2] 选择父 core 并保证覆盖所有 non-core =====
non-core 总数=37，已分配父=37
===== [Stage 3] 关系类型判定（并发=10）并写边 =====
[edge] 智能体 -> 亚符号主义 (related) | removed_horizontal=2
[edge] 智能体 -> 开发者工具 (applies-to) | removed_horizontal=2
[edge] 自然语言指令 -> Claude Code (applies-to) | removed_horizontal=2
[edge] 自然语言指令 -> GitHub Copilot (applies-to) | removed_horizontal=2
[edge] 智能旅行助手 -> 电商退款 (related) | removed_horizontal=2
[edge] 自然语言指令 -> Trae (related) | removed_horizontal=2
[edge] 智能体 -> 准确率 (related) | removed_horizontal=2
[edge] 自主规划 -> 工具调用指令 (applies-to) | removed_horizontal=2
[edge] 基于目标的智能体 -> AlphaGo (applies-to) | removed_horizontal=2
[edge] 智能体 -> 旅游推荐 (applies-to) | removed_horizontal=2
[edge] 自主规划 -> 环境状态变化 (related) | removed_horizontal=2
[edge] 提示工程 -> wttr.in API (related) | removed_horizontal=2
[edge] 提示工程 -> 可维护性 (related) | removed_horizontal=2
[edge] 符号主义AI -> 动态世界 (related) | removed_horizontal=2
[edge] 提示工程 -> OpenAI SDK (applies-to) | removed_horizontal=2
[edge] 提示工程 -> Tavily搜索API (related) | removed_horizontal=2
[edge] 提示工程 -> 字典 (related) | removed_horizontal=2
[edge] 提示工程 -> Tavily-Dvthon (related) | removed_horizontal=2
[edge] 提示工程 -> requests库 (related) | removed_horizontal=2
[edge] openAICompatibleclient -> API_KEY (prerequisite) | removed_horizontal=2
[edge] 提示工程 -> 工具函数 (applies-to) | removed_horizontal=2
[edge] openAICompatibleclient -> BASE_URL (applies-to) | removed_horizontal=2
[edge] openAICompatibleclient -> OpenAI API (applies-to) | removed_horizontal=2
[edge] openAICompatibleclient -> 消息列表 (related) | removed_horizontal=2
[edge] openAICompatibleclient -> 用户提示 (related) | removed_horizontal=2
[edge] openAICompatibleclient -> 错误信息 (related) | removed_horizontal=2
[edge] 提示工程 -> 模块化 (related) | removed_horizontal=2
[edge] 提示工程 -> 扩展性 (related) | removed_horizontal=2
[edge] openAICompatibleclient -> 系统提示 (related) | removed_horizontal=2
[edge] 符号主义 -> 明斯基 (related) | removed_horizontal=2
[edge] openAICompatibleclient -> MODEL_ID (applies-to) | removed_horizontal=2
[edge] 符号主义 -> 中央处理器 (related) | removed_horizontal=2
[edge] 符号主义 -> 细菌性血液感染 (related) | removed_horizontal=2
[edge] ELIZA -> 情感理解 (related) | removed_horizontal=2
[edge] N-gram模型 -> 输出门 (related) | removed_horizontal=2
[edge] 自注意力 -> 词元 (related) | removed_horizontal=2
[edge] 自注意力 -> 目标序列 (related) | removed_horizontal=2
完成，共处理 323 个实体。输出文件：D:\python练习\TreeKG\src\HiddenKG\output\aggr_entities.json
已加载 schema.yaml：0 种实体类型，layer_hint 映射={}
已加载 schema.yaml：10 种实体类型，layer_hint 映射={'概念': 'concept', '方法': 'concept', '智能体类型': 'concept', '学习方法': 'concept', '数学概念': 'concept', '指标': 'concept', '实例': 'entity', '工具': 'entity', '角色': 'entity', '参数': 'entity'}
已加载 schema.yaml：10 种实体类型，layer_hint 映射={'概念': 'concept', '方法': 'concept', '智能体类型': 'concept', '学习方法': 'concept', '数学概念': 'concept', '指标': 'concept', '实例': 'entity', '工具': 'entity', '角色': 'entity', '参数': 'entity'}
已加载 schema.yaml：10 种实体类型，layer_hint 映射={'概念': 'concept', '方法': 'concept', '智能体类型': 'concept', '学习方法': 'concept', '数学概念': 'concept', '指标': 'concept', '实例': 'entity', '工具': 'entity', '角色': 'entity', '参数': 'entity'}
===== [Stage 1] 层级判定 concept/entity（并发=10）=====
[layer] 函数调用 -> concept | method=schema_rule fallback=False
[layer] 组合爆炸 -> concept | method=schema_rule fallback=False
[layer] 心智社会理论 -> concept | method=schema_rule fallback=False
[layer] 符号主义智能体 -> concept | method=schema_rule fallback=False
[layer] AI编程助手 -> concept | method=schema_rule fallback=False
[layer] LLM -> concept | method=schema_rule fallback=False
[layer] CAMEL-Workforce -> entity | method=schema_rule fallback=False
[layer] 机构 -> concept | method=schema_rule fallback=False
[layer] 指代消解 -> concept | method=schema_rule fallback=False
[layer] 代码库 -> concept | method=schema_rule fallback=False
[layer] 智能体框架 -> concept | method=schema_rule fallback=False
[layer] 超级马里奥游戏 -> entity | method=schema_rule fallback=False
[layer] SEE -> entity | method=schema_rule fallback=False
[layer] 上下文记忆 -> concept | method=schema_rule fallback=False
[layer] headless模式 -> concept | method=schema_rule fallback=False
[layer] 初始状态 -> concept | method=schema_rule fallback=False
[layer] 试错学习 -> concept | method=schema_rule fallback=False
[layer] 统一表示和推理机制 -> concept | method=schema_rule fallback=False
[layer] 机器人学 -> concept | method=schema_rule fallback=False
[layer] 代码编辑 -> concept | method=schema_rule fallback=False
[layer] Thought -> concept | method=schema_rule fallback=False
[layer] 医疗诊断智能体 -> concept | method=schema_rule fallback=False
[layer] 单一整体智能模型 -> concept | method=schema_rule fallback=False
[layer] 符号处理 -> concept | method=schema_rule fallback=False
[layer] 代码自动补全 -> concept | method=schema_rule fallback=False
[layer] Action -> concept | method=schema_rule fallback=False
[layer] 模型 -> concept | method=schema_rule fallback=False
[layer] GRASP智能体 -> entity | method=schema_rule fallback=False
[layer] 感知-思考-行动 -> concept | method=schema_rule fallback=False
[layer] 对话式编程 -> concept | method=schema_rule fallback=False
[layer] 交互协议 -> concept | method=schema_rule fallback=False
[layer] CrewAl -> entity | method=schema_rule fallback=False
[layer] 社会关系常识 -> concept | method=schema_rule fallback=False
[layer] 自然语言 -> concept | method=schema_rule fallback=False
[layer] Visual Studio Code -> entity | method=schema_rule fallback=False
[layer] 感知系统 -> concept | method=schema_rule fallback=False
[layer] 推理能力 -> concept | method=schema_rule fallback=False
[layer] 情感共鸣能力 -> concept | method=schema_rule fallback=False
[layer] 综合性智能体 -> concept | method=schema_rule fallback=False
[layer] GitHub Copilot -> entity | method=schema_rule fallback=False
[layer] 搜索引擎API -> entity | method=schema_rule fallback=False
[layer] 马文·明斯基 -> entity | method=schema_rule fallback=False
[layer] 自然智能 -> concept | method=schema_rule fallback=False
[layer] SHRDLU -> entity | method=schema_rule fallback=False
[layer] Claude Code -> entity | method=schema_rule fallback=False
[layer] 状态变化 -> concept | method=schema_rule fallback=False
[layer] 基于规则的专家系统 -> concept | method=schema_rule fallback=False
[layer] 逻辑规则 -> concept | method=schema_rule fallback=False
[layer] 语言解析 -> concept | method=schema_rule fallback=False
[layer] Copilot Chat -> entity | method=schema_rule fallback=False
[layer] 行动 -> concept | method=schema_rule fallback=False
[layer] 分布式智能 -> concept | method=schema_rule fallback=False
[layer] 人类智能 -> concept | method=schema_rule fallback=False
[layer] 积木世界 -> entity | method=schema_rule fallback=False
[layer] Anthropic -> entity | method=schema_rule fallback=False
[layer] 工具库 -> concept | method=schema_rule fallback=False
[layer] 学习范式 -> concept | method=schema_rule fallback=False
[layer] 心智过程 -> concept | method=schema_rule fallback=False
[layer] 虚拟机械臂 -> entity | method=schema_rule fallback=False
[layer] GitHub -> entity | method=schema_rule fallback=False
[layer] 目标状态 -> concept | method=schema_rule fallback=False
[layer] x11x -> entity | method=schema_rule fallback=False
[layer] 逻辑推理能力 -> concept | method=schema_rule fallback=False
[layer] 自然语言理解 -> concept | method=schema_rule fallback=False
[layer] 开发者 -> entity | method=schema_rule fallback=False
[layer] 代码解释器 -> entity | method=schema_rule fallback=False
[layer] Lindy -> entity | method=schema_rule fallback=False
[layer] 理解 -> concept | method=schema_rule fallback=False
[layer] 知识工程 -> concept | method=schema_rule fallback=False
[layer] 人机协同 -> concept | method=schema_rule fallback=False
[layer] 复杂目标 -> concept | method=schema_rule fallback=False
[layer] 心智社会 -> concept | method=schema_rule fallback=False
[layer] 明斯基 -> entity | method=schema_rule fallback=False
[layer] 符号推理 -> concept | method=schema_rule fallback=False
[layer] AI编程辅助工具 -> concept | method=schema_rule fallback=False
[layer] 内部记忆 -> concept | method=schema_rule fallback=False
[layer] 基于规则的聊天机器人 -> concept | method=schema_rule fallback=False
[layer] 通配符规则 -> concept | method=schema_rule fallback=False
[layer] 布尔逻辑 -> concept | method=schema_rule fallback=False
[layer] 结果合成 -> concept | method=schema_rule fallback=False
[layer] 子任务 -> concept | method=schema_rule fallback=False
[layer] 现代智能体 -> concept | method=schema_rule fallback=False
[layer] 常识 -> concept | method=schema_rule fallback=False
[layer] 子目标 -> concept | method=schema_rule fallback=False
[layer] 旅行助手 -> entity | method=schema_rule fallback=False
[layer] 工具选择 -> concept | method=schema_rule fallback=False
[layer] Dosu -> entity | method=schema_rule fallback=False
[layer] 视觉化能力 -> concept | method=schema_rule fallback=False
[layer] MYCIN -> entity | method=schema_rule fallback=False
[layer] 三轮循环 -> concept | method=schema_rule fallback=False
[layer] API 的监听端口 -> concept | method=schema_rule fallback=False
[layer] FACTORY -> entity | method=schema_rule fallback=False
[layer] 代词转换规则 -> concept | method=schema_rule fallback=False
[layer] 符号AI -> concept | method=schema_rule fallback=False
[layer] 工具调用 -> concept | method=schema_rule fallback=False
[layer] 行动计划 -> concept | method=schema_rule fallback=False
[layer] All Hands -> entity | method=schema_rule fallback=False
[layer] 情感投射 -> concept | method=schema_rule fallback=False
[layer] 事实库 -> concept | method=schema_rule fallback=False
[layer] 软件开发 -> concept | method=schema_rule fallback=False
[layer] 观察 -> concept | method=schema_rule fallback=False
[layer] 知识+推理 -> concept | method=schema_rule fallback=False
[layer] 自上而下的设计思路 -> concept | method=schema_rule fallback=False
[layer] 特里·威诺格拉德 -> entity | method=schema_rule fallback=False
[layer] Thought-Action-Observation范式 -> concept | method=schema_rule fallback=False
[layer] 思考 -> concept | method=schema_rule fallback=False
[layer] Cognition -> entity | method=schema_rule fallback=False
[layer] 符号操作 -> concept | method=schema_rule fallback=False
[layer] 斯坦福大学 -> entity | method=schema_rule fallback=False
[layer] 用户意图 -> concept | method=schema_rule fallback=False
[layer] 感知 -> concept | method=schema_rule fallback=False
[layer] Decagon -> entity | method=schema_rule fallback=False
[layer] 规则驱动系统 -> concept | method=schema_rule fallback=False
[layer] 推理机 -> concept | method=schema_rule fallback=False
[layer] Prompt -> concept | method=schema_rule fallback=False
[layer] 序贯 -> concept | method=schema_rule fallback=False
[layer] 基于模型的反射智能体 -> concept | method=schema_rule fallback=False
[layer] supabase -> entity | method=schema_rule fallback=False
[layer] 代词转换 -> concept | method=schema_rule fallback=False
[layer] 置信因子 -> concept | method=schema_rule fallback=False
[layer] 上下文理解 -> concept | method=schema_rule fallback=False
[layer] 动态 -> concept | method=schema_rule fallback=False
[layer] Weaviate -> entity | method=schema_rule fallback=False
[layer] 符号主义 -> concept | method=schema_rule fallback=False
[layer] 专家系统 -> concept | method=schema_rule fallback=False
[layer] stream -> entity | method=schema_rule fallback=False
[layer] 序贯且动态的环境 -> concept | method=schema_rule fallback=False
[layer] Pinecone -> entity | method=schema_rule fallback=False
[layer] 开放式模板 -> concept | method=schema_rule fallback=False
[layer] 自动规划 -> concept | method=schema_rule fallback=False
[layer] 任务分解 -> concept | method=schema_rule fallback=False
[layer] 智能体循环 -> concept | method=schema_rule fallback=False
[layer] Chroma -> entity | method=schema_rule fallback=False
[layer] 分解规则 -> concept | method=schema_rule fallback=False
[layer] 用户界面 -> concept | method=schema_rule fallback=False
[layer] messages -> entity | method=schema_rule fallback=False
[layer] 感知-思考-行动-观察循环 -> concept | method=schema_rule fallback=False
[layer] LiveKit Agents -> entity | method=schema_rule fallback=False
[layer] 多轮对话 -> concept | method=schema_rule fallback=False
[layer] 推理算法 -> concept | method=schema_rule fallback=False
[layer] 执行流程 -> concept | method=schema_rule fallback=False
[layer] 用户输入接口 -> concept | method=schema_rule fallback=False
[layer] Assistants API -> entity | method=schema_rule fallback=False
[layer] 无状态 -> concept | method=schema_rule fallback=False
[layer] 反向链 -> concept | method=schema_rule fallback=False
[layer] LangChain -> entity | method=schema_rule fallback=False
[layer] 随机性 -> concept | method=schema_rule fallback=False
[layer] Agents API -> entity | method=schema_rule fallback=False
[layer] 语义理解 -> concept | method=schema_rule fallback=False
[layer] 正向链 -> concept | method=schema_rule fallback=False
[layer] BASE_URL -> entity | method=schema_rule fallback=False
[layer] 不确定性 -> concept | method=schema_rule fallback=False
[layer] Amazon Bedrock Agents -> entity | method=schema_rule fallback=False
[layer] 对话策略 -> concept | method=schema_rule fallback=False
[layer] 产生式规则 -> concept | method=schema_rule fallback=False
[layer] 工具 -> concept | method=schema_rule fallback=False
[layer] 多智能体环境 -> concept | method=schema_rule fallback=False
[layer] Letta -> entity | method=schema_rule fallback=False
[layer] ELIZA效应 -> concept | method=schema_rule fallback=False
[layer] 必要性论断 -> concept | method=schema_rule fallback=False
[layer] Llamalndex -> entity | method=schema_rule fallback=False
[layer] 探索 -> concept | method=schema_rule fallback=False
[layer] NEON -> entity | method=schema_rule fallback=False
[layer] 重组规则 -> concept | method=schema_rule fallback=False
[layer] 通用人工智能 -> concept | method=schema_rule fallback=False
[layer] LLM驱动的智能体 -> concept | method=schema_rule fallback=False
[layer] 决策 -> concept | method=schema_rule fallback=False
[layer] 智能体技术栈 -> concept | method=schema_rule fallback=False
[layer] 文本替换 -> concept | method=schema_rule fallback=False
[layer] 人类心智 -> concept | method=schema_rule fallback=False
[layer] 主循环 -> concept | method=schema_rule fallback=False
[layer] 记忆 -> concept | method=schema_rule fallback=False
[layer] 神经-符号结合 -> concept | method=schema_rule fallback=False
[layer] 共情 -> concept | method=schema_rule fallback=False
[layer] 符号结构 -> concept | method=schema_rule fallback=False
[layer] MODEL_ID -> entity | method=schema_rule fallback=False
[layer] 确定性 -> concept | method=schema_rule fallback=False
[layer] GPT 系列 -> entity | method=schema_rule fallback=False
[layer] 开放式提问 -> concept | method=schema_rule fallback=False
[layer] 符号 -> concept | method=schema_rule fallback=False
[layer] prompt -> entity | method=schema_rule fallback=False
[layer] 航班预订 API -> entity | method=schema_rule fallback=False
[layer] Letta公司 -> entity | method=schema_rule fallback=False
[layer] 关键词识别与排序 -> concept | method=schema_rule fallback=False
[layer] 峰值算力 -> concept | method=schema_rule fallback=False
[layer] openAICompatibleclient -> entity | method=schema_rule fallback=False
[layer] 传感器 -> concept | method=schema_rule fallback=False
[layer] 规划决策 -> concept | method=schema_rule fallback=False
[layer] 规则库 -> concept | method=schema_rule fallback=False
[layer] 艾伦·纽厄尔 -> entity | method=schema_rule fallback=False
[layer] 接口规范 -> concept | method=schema_rule fallback=False
[layer] 执行器 -> concept | method=schema_rule fallback=False
[layer] TD-Gammon -> entity | method=schema_rule fallback=False
[layer] 句式转换技巧 -> concept | method=schema_rule fallback=False
[layer] AI规划研究 -> concept | method=schema_rule fallback=False
[layer] 物理符号系统 -> concept | method=schema_rule fallback=False
[layer] API_KEY -> entity | method=schema_rule fallback=False
[layer] 部分可观察 -> concept | method=schema_rule fallback=False
[layer] 卷积神经网络 -> concept | method=schema_rule fallback=False
[layer] 模式匹配 -> concept | method=schema_rule fallback=False
[layer] 表达式 -> concept | method=schema_rule fallback=False
[layer] VLLM -> entity | method=schema_rule fallback=False
[layer] 数字环境 -> concept | method=schema_rule fallback=False
[layer] Transformer -> concept | method=schema_rule fallback=False
[layer] 情感依赖 -> concept | method=schema_rule fallback=False
[layer] 通用智能行为 -> concept | method=schema_rule fallback=False
[layer] Datawhale -> entity | method=schema_rule fallback=False
[layer] 思考-行动-观察循环 -> concept | method=schema_rule fallback=False
[layer] 杰弗里·辛顿 -> entity | method=schema_rule fallback=False
[layer] 关键词 -> concept | method=schema_rule fallback=False
[layer] ChatGPT -> entity | method=schema_rule fallback=False
[layer] Azure -> entity | method=schema_rule fallback=False
[layer] 规划-反应微循环 -> concept | method=schema_rule fallback=False
[layer] 司马贺 -> entity | method=schema_rule fallback=False
[layer] 自然语言处理 -> concept | method=schema_rule fallback=False
[layer] 充分性论断 -> concept | method=schema_rule fallback=False
[layer] OpenAI API -> concept | method=schema_rule fallback=False
[layer] 环境 -> concept | method=schema_rule fallback=False
[layer] 逻辑推理 -> concept | method=schema_rule fallback=False
[layer] 转换规则 -> concept | method=schema_rule fallback=False
[layer] 最优策略 -> concept | method=schema_rule fallback=False
[layer] include_answer -> entity | method=schema_rule fallback=False
[layer] 性能度量 -> concept | method=schema_rule fallback=False
[layer] 智能体架构范式 -> concept | method=schema_rule fallback=False
[layer] 非指导性心理治疗师 -> entity | method=schema_rule fallback=False
[layer] 物理符号系统假说 -> concept | method=schema_rule fallback=False
[layer] search_depth -> entity | method=schema_rule fallback=False
[layer] 系统2 -> concept | method=schema_rule fallback=False
[layer] 工具结果 -> concept | method=schema_rule fallback=False
[layer] 规则驱动方法 -> concept | method=schema_rule fallback=False
[layer] 智能客服 -> concept | method=schema_rule fallback=False
[layer] 自主决策能力 -> concept | method=schema_rule fallback=False
[layer] 丹尼尔·卡尼曼 -> entity | method=schema_rule fallback=False
[layer] 深蓝 -> entity | method=schema_rule fallback=False
[layer] 麻省理工学院 -> entity | method=schema_rule fallback=False
[layer] 赫伯特·西蒙 -> entity | method=schema_rule fallback=False
[layer] 开源模型服务框架 -> concept | method=schema_rule fallback=False
[layer] 系统1 -> concept | method=schema_rule fallback=False
[layer] 环境状态 -> concept | method=schema_rule fallback=False
[layer] DOCTOR -> entity | method=schema_rule fallback=False
[layer] 符号主义时代 -> concept | method=schema_rule fallback=False
[layer] Ollama -> entity | method=schema_rule fallback=False
[layer] 双系统理论 -> concept | method=schema_rule fallback=False
[layer] 行为主义 -> concept | method=schema_rule fallback=False
[layer] ELIZA -> entity | method=schema_rule fallback=False
[layer] 特斯拉自动驾驶系统 -> entity | method=schema_rule fallback=False
[layer] get_attraction -> entity | method=schema_rule fallback=False
[layer] API调用 -> concept | method=schema_rule fallback=False
[layer] 自我批判 -> concept | method=schema_rule fallback=False
[layer] 真实世界 -> concept | method=schema_rule fallback=False
[layer] 冯·诺依曼结构 -> concept | method=schema_rule fallback=False
[layer] wttr.in -> entity | method=schema_rule fallback=False
[layer] 准确率 -> concept | method=schema_rule fallback=False
[layer] 记忆更新 -> concept | method=schema_rule fallback=False
[layer] 框架 -> concept | method=schema_rule fallback=False
[layer] 金融风控系统 -> concept | method=schema_rule fallback=False
[layer] LLM服务提供商 -> concept | method=schema_rule fallback=False
[layer] 任务环境 -> concept | method=schema_rule fallback=False
[layer] 代码执行器 -> entity | method=schema_rule fallback=False
[layer] 脚本 -> concept | method=schema_rule fallback=False
[layer] 推荐策略 -> concept | method=schema_rule fallback=False
[layer] Tavily search API -> entity | method=schema_rule fallback=False
[layer] PEAS 模型 -> concept | method=schema_rule fallback=False
[layer] 规划模块 -> concept | method=schema_rule fallback=False
[layer] 封闭世界 -> concept | method=schema_rule fallback=False
[layer] 最大循环次数 -> entity | method=schema_rule fallback=False
[layer] system_prompt -> entity | method=schema_rule fallback=False
[layer] 亚符号主义AI -> concept | method=schema_rule fallback=False
[layer] API -> entity | method=schema_rule fallback=False
[layer] 系统脆弱性 -> concept | method=schema_rule fallback=False
[layer] 退款政策 -> concept | method=schema_rule fallback=False
[layer] 指令模板 -> concept | method=schema_rule fallback=False
[layer] 知识获取瓶颈 -> concept | method=schema_rule fallback=False
[layer] 规划与分解 -> concept | method=schema_rule fallback=False
[layer] 约瑟夫·魏泽鲍姆 -> entity | method=schema_rule fallback=False
[layer] Thought-Action-observation 循环 -> concept | method=schema_rule fallback=False
[layer] OpenAI -> entity | method=schema_rule fallback=False
[layer] 幻觉 -> concept | method=schema_rule fallback=False
[layer] 脆弱性 -> concept | method=schema_rule fallback=False
[layer] 工具箱 -> concept | method=schema_rule fallback=False
[layer] 框架问题 -> concept | method=schema_rule fallback=False
[layer] 医疗诊断助手 -> concept | method=schema_rule fallback=False
[layer] TAVILY_API_KEY -> entity | method=schema_rule fallback=False
[layer] 深度学习 -> concept | method=schema_rule fallback=False
[layer] 记忆模块 -> concept | method=schema_rule fallback=False
[layer] 方法论 -> concept | method=schema_rule fallback=False
[layer] 法律咨询机器人 -> concept | method=schema_rule fallback=False
[layer] 问题分解 -> concept | method=schema_rule fallback=False
[layer] 局部最优 -> concept | method=schema_rule fallback=False
[layer] 反思 -> concept | method=schema_rule fallback=False
[layer] 常识问题 -> concept | method=schema_rule fallback=False
[layer] 卡尼曼 -> entity | method=schema_rule fallback=False
[layer] openai -> entity | method=schema_rule fallback=False
[layer] 黑箱 -> concept | method=schema_rule fallback=False
[layer] 执行模块 -> concept | method=schema_rule fallback=False
[layer] 动态世界 -> concept | method=schema_rule fallback=False
[layer] 动态性 -> concept | method=schema_rule fallback=False
[layer] requests -> entity | method=schema_rule fallback=False
[layer] 神经符号主义AI -> concept | method=schema_rule fallback=False
[layer] 推理与决策 -> concept | method=schema_rule fallback=False
[layer] IF-THEN规则 -> concept | method=schema_rule fallback=False
[layer] 大语言模型驱动的智能体系统 -> concept | method=schema_rule fallback=False
[layer] 解析器 -> concept | method=schema_rule fallback=False
[layer] 符号主义AI -> concept | method=schema_rule fallback=False
[layer] 终端 -> entity | method=schema_rule fallback=False
[layer] 通用推理能力 -> concept | method=schema_rule fallback=False
[layer] 符号系统 -> concept | method=schema_rule fallback=False
[layer] 持续的闭环 -> concept | method=schema_rule fallback=False
[layer] 提示工程 -> concept | method=schema_rule fallback=False
[layer] 反应性 -> concept | method=schema_rule fallback=False
[layer] 感知模块 -> concept | method=schema_rule fallback=False
[layer] 知识工程师 -> entity | method=schema_rule fallback=False
[layer] PEAS模型 -> concept | method=schema_rule fallback=False
[layer] tavilv-Dvthon -> entity | method=schema_rule fallback=False
[layer] 知识图谱 -> concept | method=schema_rule fallback=False
[layer] Cyc项目 -> entity | method=schema_rule fallback=False
[layer] 智能健身教练 -> concept | method=schema_rule fallback=False
[layer] Observation -> concept | method=schema_rule fallback=False
[layer] 神经网络 -> concept | method=schema_rule fallback=False
[layer] 思维链 -> concept | method=schema_rule fallback=False
[layer] 头数 -> entity | method=schema_rule fallback=False
[layer] LLM 驱动的智能体 -> concept | method=schema_rule fallback=False
[layer] AGI -> concept | method=schema_rule fallback=False
[layer] 智能体系统 -> concept | method=schema_rule fallback=False
[layer] 自我反思 -> concept | method=schema_rule fallback=False
[layer] 知识表示 -> concept | method=schema_rule fallback=False
[layer] 线性变换 -> concept | method=schema_rule fallback=False
[layer] 世界知识 -> concept | method=schema_rule fallback=False
[layer] 常识背景 -> concept | method=schema_rule fallback=False
[layer] 开发者工具 -> concept | method=schema_rule fallback=False
[layer] Thought-Action-Observation循环 -> concept | method=schema_rule fallback=False
[layer] 简单反应式智能体 -> concept | method=schema_rule fallback=False
[layer] 感知-思考-行动循环 -> concept | method=schema_rule fallback=False
[layer] 点积运算 -> concept | method=schema_rule fallback=False
[layer] 人类专家 -> entity | method=schema_rule fallback=False
[layer] 知识库 -> concept | method=schema_rule fallback=False
[layer] get_weather -> entity | method=schema_rule fallback=False
[layer] 学习能力 -> concept | method=schema_rule fallback=False
[layer] 表示子空间 -> concept | method=schema_rule fallback=False
[layer] 基础模型 -> concept | method=schema_rule fallback=False
[layer] 微观世界研究方法 -> concept | method=schema_rule fallback=False
[layer] 应用范式 -> concept | method=schema_rule fallback=False
[layer] JSON -> concept | method=schema_rule fallback=False
[layer] 规划性 -> concept | method=schema_rule fallback=False
[layer] 词嵌入向量 -> concept | method=schema_rule fallback=False
[layer] 搜索引擎 -> entity | method=schema_rule fallback=False
[layer] 模型式智能体 -> concept | method=schema_rule fallback=False
[layer] 下游任务 -> concept | method=schema_rule fallback=False
[layer] Softmax 函数 -> concept | method=schema_rule fallback=False
[layer] 微调 -> concept | method=schema_rule fallback=False
[layer] 任务拆解 -> concept | method=schema_rule fallback=False
[layer] 反应式智能体 -> concept | method=schema_rule fallback=False
[layer] 加权求和 -> concept | method=schema_rule fallback=False
[layer] 自监督学习 -> concept | method=schema_rule fallback=False
[layer] 规则 -> concept | method=schema_rule fallback=False
[layer] 大语言模型驱动的智能体 -> concept | method=schema_rule fallback=False
[layer] 多头注意力机制 -> concept | method=schema_rule fallback=False
[layer] 上下文学习 -> concept | method=schema_rule fallback=False
[layer] 动态推理和决策 -> concept | method=schema_rule fallback=False
[layer] 混合式智能体 -> concept | method=schema_rule fallback=False
[layer] 值 -> concept | method=schema_rule fallback=False
[layer] 隐式模型 -> concept | method=schema_rule fallback=False
[layer] 实时信息 -> concept | method=schema_rule fallback=False
[layer] 规划式智能体 -> concept | method=schema_rule fallback=False
[layer] 归一化 -> concept | method=schema_rule fallback=False
[layer] 自主决策 -> concept | method=schema_rule fallback=False
[layer] 自主性 -> concept | method=schema_rule fallback=False
[layer] 天气查询接口 -> entity | method=schema_rule fallback=False
[layer] 缩放因子 -> concept | method=schema_rule fallback=False
[layer] RL智能体 -> concept | method=schema_rule fallback=False
[layer] Agent -> concept | method=schema_rule fallback=False
[layer] 规划与推理 -> concept | method=schema_rule fallback=False
[layer] 查询 -> concept | method=schema_rule fallback=False
[layer] 机器翻译 -> concept | method=schema_rule fallback=False
[layer] 天气查询API -> entity | method=schema_rule fallback=False
[layer] 涌现能力 -> concept | method=schema_rule fallback=False
[layer] 可学习的权重矩阵 -> concept | method=schema_rule fallback=False
[layer] 感知-行动学习 -> concept | method=schema_rule fallback=False
[layer] 推理 -> concept | method=schema_rule fallback=False
[layer] 智能旅行助手 -> entity | method=schema_rule fallback=False
[layer] 注意力权重 -> concept | method=schema_rule fallback=False
[layer] 情感分析 -> concept | method=schema_rule fallback=False
[layer] AgentScope -> entity | method=schema_rule fallback=False
[layer] 自然语言指令 -> concept | method=schema_rule fallback=False
